pokemon_code,pokemon_name,pokemon_type_1,pokemon_type_2,high_point,attack_force,defense_point,special_attack_force,special_defense_point,speed,generation,legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,classfication,percentage_male,experience_growth,height_m,weight_kg,pokedex_number
253,Porygon2,Normal,,85,80,90,105,95,60,2,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,515,45,Virtual Pokémon,,1000000,0.6,32.5,233
254,Stantler,Normal,,73,95,62,85,65,85,2,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,465,45,Big Horn Pokémon,50,1250000,1.4,71.2,234
255,Smeargle,Normal,,55,20,35,20,45,75,2,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,250,45,Painter Pokémon,50,800000,1.2,58,235
256,Tyrogue,Fighting,,35,35,35,35,35,35,2,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,210,75,Scuffle Pokémon,100,1000000,0.7,21,236
257,Hitmontop,Fighting,,50,95,95,35,110,70,2,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,455,45,Handstand Pokémon,100,1000000,1.4,48,237
258,Smoochum,Ice,Psychic,45,30,15,85,65,65,2,0,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,6400,70,305,45,Kiss Pokémon,0,1000000,0.4,6,238
259,Elekid,Electric,,45,63,37,65,55,95,2,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,6400,70,360,45,Electric Pokémon,75.4,1000000,0.6,23.5,239
260,Magby,Fire,,45,75,37,70,55,83,2,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,6400,70,365,45,Live Coal Pokémon,75.4,1000000,0.7,21.4,240
261,Miltank,Normal,,95,80,105,40,70,100,2,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,490,45,Milk Cow Pokémon,0,1250000,1.2,75.5,241
262,Blissey,Normal,,255,10,10,75,135,55,2,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,140,540,30,Happiness Pokémon,0,800000,1.5,46.8,242
263,Raikou,Electric,,90,85,75,115,100,115,2,1,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,20480,35,580,3,Thunder Pokémon,,1250000,1.9,178,243
264,Entei,Fire,,115,115,85,90,75,100,2,1,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,20480,35,580,3,Volcano Pokémon,,1250000,2.1,198,244
265,Suicune,Water,,100,75,115,90,115,85,2,1,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,20480,35,580,3,Aurora Pokémon,,1250000,2,187,245
266,Larvitar,Rock,Ground,50,64,50,45,50,41,2,0,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,10240,35,300,45,Rock Skin Pokémon,50,1250000,0.6,72,246
267,Pupitar,Rock,Ground,70,84,70,65,70,51,2,0,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,10240,35,410,45,Hard Shell Pokémon,50,1250000,1.2,152,247
268,Tyranitar,Rock,Dark,100,134,110,95,100,61,2,0,2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,10240,35,700,45,Armor Pokémon,50,1250000,2,202,248
269,Mega Tyranitar,Rock,Dark,100,164,150,95,120,71,2,0,2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,10240,35,700,45,Armor Pokémon,50,1250000,2,202,248
270,Lugia,Psychic,Flying,106,90,130,90,154,110,2,1,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,30720,0,680,3,Diving Pokémon,,1250000,5.2,216,249
271,Ho-oh,Fire,Flying,106,130,90,110,154,90,2,1,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,30720,0,680,3,Rainbow Pokémon,,1250000,3.8,199,250
272,Celebi,Psychic,Grass,100,100,100,100,100,100,2,0,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,30720,100,600,45,Time Travel Pokémon,,1059860,0.6,5,251
273,Treecko,Grass,,40,45,35,65,55,70,3,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,310,45,Wood Gecko Pokémon,88.1,1059860,0.5,5,252
274,Grovyle,Grass,,50,65,45,85,65,95,3,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,405,45,Wood Gecko Pokémon,88.1,1059860,0.9,21.6,253
275,Sceptile,Grass,,70,85,65,105,85,120,3,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,630,45,Forest Pokémon,88.1,1059860,1.7,52.2,254
276,Mega Sceptile,Grass,Dragon,70,110,75,145,85,145,3,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,630,45,Forest Pokémon,88.1,1059860,1.7,52.2,254
277,Torchic,Fire,,45,60,40,70,50,45,3,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,310,45,Chick Pokémon,88.1,1059860,0.4,2.5,255
278,Combusken,Fire,Fighting,60,85,60,85,60,55,3,0,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,405,45,Young Fowl Pokémon,88.1,1059860,0.9,19.5,256
279,Blaziken,Fire,Fighting,80,120,70,110,70,80,3,0,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,630,45,Blaze Pokémon,88.1,1059860,1.9,52,257
280,Mega Blaziken,Fire,Fighting,80,160,80,130,80,100,3,0,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,630,45,Blaze Pokémon,88.1,1059860,1.9,52,257
281,Mudkip,Water,,50,70,50,50,50,40,3,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,310,45,Mud Fish Pokémon,88.1,1059860,0.4,7.6,258
282,Marshtomp,Water,Ground,70,85,70,60,70,50,3,0,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,405,45,Mud Fish Pokémon,88.1,1059860,0.7,28,259
283,Swampert,Water,Ground,100,110,90,85,90,60,3,0,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,635,45,Mud Fish Pokémon,88.1,1059860,1.5,81.9,260
284,Mega Swampert,Water,Ground,100,150,110,95,110,70,3,0,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,635,45,Mud Fish Pokémon,88.1,1059860,1.5,81.9,260
285,Poochyena,Dark,,35,55,35,30,30,35,3,0,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,3840,70,220,255,Bite Pokémon,50,1000000,0.5,13.6,261
286,Mightyena,Dark,,70,90,70,60,60,70,3,0,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,3840,70,420,127,Bite Pokémon,50,1000000,1,37,262
287,Zigzagoon,Normal,,38,30,41,30,41,60,3,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,240,255,Tiny Racoon Pokémon,50,1000000,0.4,17.5,263
288,Linoone,Normal,,78,70,61,50,61,100,3,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,420,90,Rush Pokémon,50,1000000,0.5,32.5,264
289,Wurmple,Bug,,45,45,35,20,30,20,3,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,195,255,Worm Pokémon,50,1000000,0.3,3.6,265
290,Silcoon,Bug,,50,35,55,25,25,15,3,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,205,120,Cocoon Pokémon,50,1000000,0.6,10,266
291,Beautifly,Bug,Flying,60,70,50,100,50,65,3,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,395,45,Butterfly Pokémon,50,1000000,1,28.4,267
292,Cascoon,Bug,,50,35,55,25,25,15,3,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,205,120,Cocoon Pokémon,50,1000000,0.7,11.5,268
293,Dustox,Bug,Poison,60,50,70,50,90,65,3,0,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,385,45,Poison Moth Pokémon,50,1000000,1.2,31.6,269
294,Lotad,Water,Grass,40,30,30,40,50,30,3,0,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,3840,70,220,255,Water Weed Pokémon,50,1059860,0.5,2.6,270
295,Lombre,Water,Grass,60,50,50,60,70,50,3,0,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,3840,70,340,120,Jolly Pokémon,50,1059860,1.2,32.5,271
296,Ludicolo,Water,Grass,80,70,70,90,100,70,3,0,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,3840,70,480,45,Carefree Pokémon,50,1059860,1.5,55,272
297,Seedot,Grass,,40,40,50,30,30,30,3,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,3840,70,220,255,Acorn Pokémon,50,1059860,0.5,4,273
298,Nuzleaf,Grass,Dark,70,70,40,60,40,60,3,0,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,3840,70,340,120,Wily Pokémon,50,1059860,1,28,274
299,Shiftry,Grass,Dark,90,100,60,90,60,80,3,0,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,3840,70,480,45,Wickid Pokémon,50,1059860,1.3,59.6,275
300,Taillow,Normal,Flying,40,55,30,30,30,85,3,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,270,200,TinySwallow Pokémon,50,1059860,0.3,2.3,276
301,Swellow,Normal,Flying,60,85,60,50,50,125,3,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,455,45,Swallow Pokémon,50,1059860,0.7,19.8,277
302,Wingull,Water,Flying,40,30,30,55,30,85,3,0,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,5120,70,270,190,Seagull Pokémon,50,1000000,0.6,9.5,278
303,Pelipper,Water,Flying,60,50,100,85,70,65,3,0,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,5120,70,440,45,Water Bird Pokémon,50,1000000,1.2,28,279
304,Ralts,Psychic,Fairy,28,25,25,45,35,40,3,0,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,5120,35,198,235,Feeling Pokémon,50,1250000,0.4,6.6,280
305,Kirlia,Psychic,Fairy,38,35,35,65,55,50,3,0,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,5120,35,278,120,Emotion Pokémon,50,1250000,0.8,20.2,281
306,Gardevoir,Psychic,Fairy,68,65,65,125,115,80,3,0,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,5120,35,618,45,Embrace Pokémon,50,1250000,1.6,48.4,282
307,Mega Gardevoir,Psychic,Fairy,68,85,65,165,135,100,3,0,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,5120,35,618,45,Embrace Pokémon,50,1250000,1.6,48.4,282
308,Surskit,Bug,Water,40,30,32,50,52,65,3,0,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,3840,70,269,200,Pond Skater Pokémon,50,1000000,0.5,1.7,283
309,Masquerain,Bug,Flying,70,60,62,80,82,60,3,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,454,75,Eyeball Pokémon,50,1000000,0.8,3.6,284
310,Shroomish,Grass,,60,40,60,40,60,35,3,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,3840,70,295,255,Mushroom Pokémon,50,1640000,0.4,4.5,285
311,Breloom,Grass,Fighting,60,130,80,60,60,70,3,0,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,3840,70,460,90,Mushroom Pokémon,50,1640000,1.2,39.2,286
312,Slakoth,Normal,,60,60,60,35,35,30,3,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,280,255,Slacker Pokémon,50,1250000,0.8,24,287
313,Vigoroth,Normal,,80,80,80,55,55,90,3,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,440,120,Wild Monkey Pokémon,50,1250000,1.4,46.5,288
314,Slaking,Normal,,150,160,100,95,65,100,3,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,670,45,Lazy Pokémon,50,1250000,2,130.5,289
315,Nincada,Bug,Ground,31,45,90,30,30,40,3,0,1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,3840,70,266,255,Trainee Pokémon,50,600000,0.5,5.5,290
316,Ninjask,Bug,Flying,61,90,45,50,50,160,3,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,456,120,Ninja Pokémon,50,600000,0.8,12,291
317,Shedinja,Bug,Ghost,1,90,45,30,30,40,3,0,0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,3840,70,236,45,Shed Pokémon,,600000,0.8,1.2,292
318,Whismur,Normal,,64,51,23,51,23,28,3,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,240,190,Whisper Pokémon,50,1059860,0.6,16.3,293
319,Loudred,Normal,,84,71,43,71,43,48,3,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,360,120,Big Voice Pokémon,50,1059860,1,40.5,294
320,Exploud,Normal,,104,91,63,91,73,68,3,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,490,45,Loud Noise Pokémon,50,1059860,1.5,84,295
321,Makuhita,Fighting,,72,60,30,20,30,25,3,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,237,180,Guts Pokémon,75.4,1640000,1,86.4,296
322,Hariyama,Fighting,,144,120,60,40,60,50,3,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,474,200,Arm Thrust Pokémon,75.4,1640000,2.3,253.8,297
323,Azurill,Normal,Fairy,50,20,40,20,40,20,3,0,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,2560,70,190,150,Polka Dot Pokémon,24.6,800000,0.2,2,298
324,Nosepass,Rock,,30,45,135,45,90,30,3,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,5120,70,375,255,Compass Pokémon,50,1000000,1,97,299
325,Skitty,Normal,,50,45,45,35,35,50,3,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,260,255,Kitten Pokémon,24.6,800000,0.6,11,300
326,Delcatty,Normal,,70,65,65,55,55,70,3,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,400,60,Prim Pokémon,24.6,800000,1.1,32.6,301
327,Sableye,Dark,Ghost,50,75,75,65,65,50,3,0,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,6400,35,480,45,Darkness Pokémon,50,1059860,0.5,11,302
328,Mega Sableye,Dark,Ghost,50,85,125,85,115,20,3,0,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,6400,35,480,45,Darkness Pokémon,50,1059860,0.5,11,302
329,Mawile,Steel,Fairy,50,85,85,55,55,50,3,0,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,5120,70,480,45,Deceiver Pokémon,50,800000,0.6,11.5,303
330,Mega Mawile,Steel,Fairy,50,105,125,55,95,50,3,0,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,5120,70,480,45,Deceiver Pokémon,50,800000,0.6,11.5,303
331,Aron,Steel,Rock,50,70,100,40,40,30,3,0,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,8960,35,330,180,Iron Armor Pokémon,50,1250000,0.4,60,304
332,Lairon,Steel,Rock,60,90,140,50,50,40,3,0,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,8960,35,430,90,Iron Armor Pokémon,50,1250000,0.9,120,305
333,Aggron,Steel,Rock,70,110,180,60,60,50,3,0,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,8960,35,630,45,Iron Armor Pokémon,50,1250000,2.1,360,306
334,Mega Aggron,Steel,,70,140,230,60,80,50,3,0,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,8960,35,630,45,Iron Armor Pokémon,50,1250000,2.1,360,306
335,Meditite,Fighting,Psychic,30,40,55,40,55,60,3,0,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,5120,70,280,180,Meditate Pokémon,50,1000000,0.6,11.2,307
336,Medicham,Fighting,Psychic,60,60,75,60,75,80,3,0,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,5120,70,510,90,Meditate Pokémon,50,1000000,1.3,31.5,308
337,Mega Medicham,Fighting,Psychic,60,100,85,80,85,100,3,0,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,5120,70,510,90,Meditate Pokémon,50,1000000,1.3,31.5,308
338,Electrike,Electric,,40,45,40,65,40,65,3,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,295,120,Lightning Pokémon,50,1250000,0.6,15.2,309
339,Manectric,Electric,,70,75,60,105,60,105,3,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,575,45,Discharge Pokémon,50,1250000,1.5,40.2,310
340,Mega Manectric,Electric,,70,75,80,135,80,135,3,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,575,45,Discharge Pokémon,50,1250000,1.5,40.2,310
341,Plusle,Electric,,60,50,40,85,75,95,3,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,405,200,Cheering Pokémon,50,1000000,0.4,4.2,311
342,Minun,Electric,,60,40,50,75,85,95,3,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,405,200,Cheering Pokémon,50,1000000,0.4,4.2,312
343,Volbeat,Bug,,65,73,55,47,75,85,3,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,430,150,Firefly Pokémon,100,600000,0.7,17.7,313
344,Illumise,Bug,,65,47,55,73,75,85,3,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,430,150,Firefly Pokémon,0,1640000,0.6,17.7,314
345,Roselia,Grass,Poison,50,60,45,100,80,65,3,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,400,150,Thorn Pokémon,50,1059860,0.3,2,315
346,Gulpin,Poison,,70,43,53,43,53,40,3,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,302,225,Stomach Pokémon,50,1640000,0.4,10.3,316
347,Swalot,Poison,,100,73,83,73,83,55,3,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,467,75,Poison Bag Pokémon,50,1640000,1.7,80,317
348,Carvanha,Water,Dark,45,90,20,65,20,65,3,0,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,5120,35,305,225,Savage Pokémon,50,1250000,0.8,20.8,318
349,Sharpedo,Water,Dark,70,120,40,95,40,95,3,0,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,5120,35,560,60,Brutal Pokémon,50,1250000,1.8,88.8,319
350,Mega Sharpedo,Water,Dark,70,140,70,110,65,105,3,0,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,5120,35,560,60,Brutal Pokémon,50,1250000,1.8,88.8,319
351,Wailmer,Water,,130,70,35,70,35,60,3,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,400,125,Ball Whale Pokémon,50,1640000,2,130,320
352,Wailord,Water,,170,90,45,90,45,60,3,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,500,60,Float Whale Pokémon,50,1640000,14.5,398,321
353,Numel,Fire,Ground,60,60,40,65,45,35,3,0,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,5120,70,305,255,Numb Pokémon,50,1000000,0.7,24,322
354,Camerupt,Fire,Ground,70,100,70,105,75,40,3,0,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,5120,70,560,150,Eruption Pokémon,50,1000000,1.9,220,323
355,Mega Camerupt,Fire,Ground,70,120,100,145,105,20,3,0,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,5120,70,560,150,Eruption Pokémon,50,1000000,1.9,220,323
356,Torkoal,Fire,,70,85,140,85,70,20,3,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,470,90,Coal Pokémon,50,1000000,0.5,80.4,324
357,Spoink,Psychic,,60,25,35,70,80,60,3,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,330,255,Bounce Pokémon,50,800000,0.7,30.6,325
358,Grumpig,Psychic,,80,45,65,90,110,80,3,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,470,60,Manipulate Pokémon,50,800000,0.9,71.5,326
359,Spinda,Normal,,60,60,60,60,60,60,3,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,360,255,Spot Panda Pokémon,50,800000,1.1,5,327
360,Trapinch,Ground,,45,100,45,45,45,10,3,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,290,255,Ant Pit Pokémon,50,1059860,0.7,15,328
361,Vibrava,Ground,Dragon,50,70,50,50,50,70,3,0,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,5120,70,340,120,Vibration Pokémon,50,1059860,1.1,15.3,329
362,Flygon,Ground,Dragon,80,100,80,80,80,100,3,0,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,5120,70,520,45,Mystic Pokémon,50,1059860,2,82,330
363,Cacnea,Grass,,50,85,40,85,40,35,3,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,35,335,190,Cactus Pokémon,50,1059860,0.4,51.3,331
364,Cacturne,Grass,Dark,70,115,60,115,60,55,3,0,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,5120,35,475,60,Scarecrow Pokémon,50,1059860,1.3,77.4,332
365,Swablu,Normal,Flying,45,40,60,40,75,50,3,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,310,255,Cotton Bird Pokémon,50,600000,0.4,1.2,333
366,Altaria,Dragon,Flying,75,70,90,70,105,80,3,0,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,5120,70,590,45,Humming Pokémon,50,600000,1.1,20.6,334
367,Mega Altaria,Dragon,Fairy,75,110,110,110,105,80,3,0,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,5120,70,590,45,Humming Pokémon,50,600000,1.1,20.6,334
368,Zangoose,Normal,,73,115,60,60,60,90,3,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,458,90,Cat Ferret Pokémon,50,600000,1.3,40.3,335
369,Seviper,Poison,,73,100,60,100,60,65,3,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,458,90,Fang Snake Pokémon,50,1640000,2.7,52.5,336
370,Lunatone,Rock,Psychic,70,55,65,95,85,70,3,0,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,6400,70,460,45,Meteorite Pokémon,,800000,1,168,337
371,Solrock,Rock,Psychic,70,95,85,55,65,70,3,0,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,6400,70,460,45,Meteorite Pokémon,,800000,1.2,154,338
372,Barboach,Water,Ground,50,48,43,46,41,60,3,0,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,288,190,Whiskers Pokémon,50,1000000,0.4,1.9,339
373,Whiscash,Water,Ground,110,78,73,76,71,60,3,0,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,468,75,Whiskers Pokémon,50,1000000,0.9,23.6,340
374,Corphish,Water,,43,80,65,50,35,35,3,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,308,205,Ruffian Pokémon,50,1640000,0.6,11.5,341
375,Crawdaunt,Water,Dark,63,120,85,90,55,55,3,0,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,3840,70,468,155,Rogue Pokémon,50,1640000,1.1,32.8,342
376,Baltoy,Ground,Psychic,40,40,55,40,70,55,3,0,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,5120,70,300,255,Clay Doll Pokémon,,1000000,0.5,21.5,343
377,Claydol,Ground,Psychic,60,70,105,70,120,75,3,0,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,5120,70,500,90,Clay Doll Pokémon,,1000000,1.5,108,344
378,Lileep,Rock,Grass,66,41,77,61,87,23,3,0,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,7680,70,355,45,Sea Lily Pokémon,88.1,600000,1,23.8,345
379,Cradily,Rock,Grass,86,81,97,81,107,43,3,0,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,7680,70,495,45,Barnacle Pokémon,88.1,600000,1.5,60.4,346
